batch,channel,real,imag
14,6,-0.0511475,0.133789
14,7,0.020874,0.0548096
14,8,0.10144,0.0123291
14,9,0.0831299,0.0615234
14,10,0.0507812,0.10022
14,11,0.0303955,0.113892
14,12,0.00830078,0.108398
14,13,-0.0140381,0.118164
14,14,-0.0773926,0.0773926
14,15,-0.149048,0.0440674
14,16,-0.14917,0.0131836
14,17,-0.0155029,0.164307
14,18,0.174316,0.279297
14,19,0.183105,0.21582
14,20,0.230957,0.235474
14,21,0.192505,0.154297
14,22,0.125122,0.03479
14,23,-0.0561523,-0.069458
14,24,-0.144409,-0.0595703
14,25,-0.113647,-0.11145
14,26,-0.057251,-0.137085
14,27,-0.0262451,-0.135376
14,28,-0.0134277,-0.129028
14,29,0.00842285,-0.122925
14,30,0.0692139,-0.0881348
14,31,0.105469,-0.0543213
14,32,-0.115479,-0.127319
14,33,-0.0650635,-0.0773926
14,34,-0.0787354,-0.208252
14,35,-0.0554199,-0.19751
14,36,-0.0441895,-0.178101
14,37,-0.0268555,-0.174805
14,38,-0.0217285,-0.095459
14,39,-0.0679932,-0.0446777
14,40,-0.101929,0.123291
14,41,0.0545654,0.145264
14,42,0.180298,0.0247803
14,43,0.165283,-0.0419922
14,44,0.165527,-0.0679932
14,45,0.105225,-0.0993652
14,46,0.010498,-0.173096
14,47,-0.122559,-0.149658
15,0,-0.120239,-0.0224609
15,1,-0.0872803,0.0197754
15,2,-0.0424805,0.0465088
15,3,-0.0233154,0.046875
15,4,0.0179443,-0.0388184
15,5,0.00622559,-0.0078125
15,6,-0.0125732,-0.0321045
15,7,-0.0102539,-0.090332
15,8,-0.0233154,0.0130615
15,9,0.0124512,0.118164
15,10,0.0507812,0.201294
15,11,0.0457764,0.212891
15,12,0.0367432,0.193359
15,13,0.0249023,0.185425
15,14,-0.0437012,0.0604248
15,15,-0.138062,-0.0529785
15,16,-0.133423,0.0294189
15,17,0.00695801,0.06604
15,18,0.176392,0.0794678
15,19,0.160156,0.0616455
15,20,0.18396,0.0616455
15,21,0.122192,0.0383301
15,22,-0.0286865,0.00952148
15,23,-0.177124,-0.00317383
15,24,-0.104614,0.129517
15,25,-0.130127,0.12793
15,26,-0.153442,0.050293
15,27,-0.158936,0.00927734
15,28,-0.16394,-0.00891113
15,29,-0.164673,-0.0447998
15,30,-0.151611,-0.108154
15,31,-0.0913086,-0.105713
15,32,-0.00964355,0.0142822
15,33,-0.0515137,-0.00585938
15,34,-0.165283,-0.0715332
15,35,-0.159668,-0.0717773
15,36,-0.150513,-0.0687256
15,37,-0.146118,-0.0651855
15,38,-0.103149,-0.0244141
15,39,-0.0767822,-0.0150146
15,40,-0.088501,-0.00134277
15,41,0.0759277,0.0423584
15,42,0.162964,-0.0301514
15,43,0.127197,-0.0631104
15,44,0.113892,-0.0910645
15,45,0.0355225,-0.095459
15,46,-0.14917,-0.119873
15,47,-0.290039,-0.0750732
16,0,0.1073,-0.0960693
16,1,0.120728,-0.0772705
16,2,0.131836,-0.0473633
16,3,0.11853,-0.0395508
16,4,-0.121216,0.038208
16,5,-0.057373,0.0206299
16,6,0.0911865,-0.0500488
16,7,0.0982666,-0.105835
16,8,0.178345,0.102173
16,9,0.163086,0.220947
16,10,0.0993652,0.243164
16,11,0.0554199,0.231567
16,12,0.0275879,0.195312
16,13,-0.0245361,0.172119
16,14,-0.105103,0.0500488
16,15,-0.143799,-0.0496826
16,16,0.00427246,-0.0913086
16,17,0.0390625,-0.0848389
16,18,0.0557861,-0.0805664
16,19,0.0362549,-0.0656738
16,20,0.0217285,-0.074707
16,21,-0.0144043,-0.0601807
16,22,-0.147339,-0.0272217
16,23,-0.233032,0.0932617
16,24,-0.218628,0.179443
16,25,-0.248413,0.0662842
16,26,-0.234131,-0.0306396
16,27,-0.221436,-0.0679932
16,28,-0.215454,-0.0866699
16,29,-0.202026,-0.11792
16,30,-0.161621,-0.180542
16,31,-0.0767822,-0.209229
16,32,0.0246582,0.104492
16,33,-0.0153809,0.0571289
16,34,-0.119019,0.0782471
16,35,-0.136841,0.0484619
16,36,-0.146118,0.0302734
16,37,-0.183472,0.0108643
16,38,-0.198486,-0.0692139
16,39,-0.140503,-0.102417
16,40,-0.169678,0.0736084
16,41,-0.0253906,0.206177
16,42,0.180176,0.158447
16,43,0.191528,0.0640869
16,44,0.18811,0.0129395
16,45,0.112671,-0.0639648
16,46,-0.11084,-0.205444
16,47,-0.381592,-0.0927734
17,0,0.203369,-0.282349
17,1,0.166992,-0.142212
17,2,0.124634,0.0220947
17,3,0.0998535,0.0734863
17,4,-0.103027,-0.0864258
17,5,-0.0452881,-0.0549316
17,6,0.103027,0.0640869
17,7,0.187988,-0.0578613
17,8,0.381226,0.0524902
17,9,0.260498,0.237183
17,10,0.0528564,0.343384
17,11,-0.0308838,0.362305
17,12,-0.0655518,0.321533
