pixel,elem,real,imag
1473,8,-0.0214368616,-0.0592503295
1473,9,-0.0569433349,-0.0269744005
1473,10,-0.0594255996,0.0209450760
1473,11,-0.0501078686,0.0382006100
1473,12,-0.0435527697,0.0455331002
1473,13,-0.0274446057,0.0567177650
1473,14,0.0204528500,0.0595974062
1473,15,0.0564885893,0.0279133048
1473,16,-0.0096804382,-0.0622617961
1473,17,-0.0262134767,-0.0572978485
1473,18,-0.0407788140,-0.0480338706
1473,19,-0.0458023159,-0.0432705666
1473,20,-0.0481102551,-0.0406889348
1473,21,-0.0522836201,-0.0351654479
1473,22,-0.0598641034,-0.0196574464
1473,23,-0.0629518954,-0.0026741377
1473,24,-0.0249883163,-0.0578424014
1473,25,0.0435664993,-0.0455207052
1473,26,0.0588819998,0.0224283433
1473,27,0.0424093742,0.0466000287
1473,28,0.0304344339,0.0551713678
1473,29,0.0022421359,0.0629694115
1473,30,-0.0571379320,0.0265601406
1473,31,-0.0466940122,-0.0423060438
1473,32,0.0206122454,-0.0595437084
1473,33,0.0273193265,-0.0567795978
1473,34,0.0336630645,-0.0532633074
1473,35,0.0360805475,-0.0516563496
1473,36,0.0372609536,-0.0508113985
1473,37,0.0395615327,-0.0490412165
1473,38,0.0449357911,-0.0441690420
1473,39,0.0497144953,-0.0387119201
1473,40,0.0337714261,-0.0531935095
1473,41,0.0110114959,-0.0620385400
1473,42,-0.0134019903,-0.0615663470
1473,43,-0.0228049130,-0.0587368062
1473,44,-0.0273124493,-0.0567811564
1473,45,-0.0358032154,-0.0518482527
1473,46,-0.0528269301,-0.0343425208
1473,47,-0.0619165609,-0.0116790943
1474,0,-0.0184183205,-0.0602572354
1474,1,-0.0397293141,-0.0489055438
1474,2,-0.0552055002,-0.0303719737
1474,3,-0.0592158530,-0.0215304186
1474,4,-0.0607018304,-0.0169071526
1474,5,-0.0625778274,-0.0073799608
1474,6,-0.0607550153,0.0166985343
1474,7,-0.0500129928,0.0383230592
1474,8,-0.0592927717,-0.0213145459
1474,9,-0.0025794679,-0.0629544543
1474,10,0.0573503046,-0.0260932873
1474,11,0.0629381147,0.0029547598
1474,12,0.0604863486,0.0176463140
1474,13,0.0457674603,0.0433051083
1474,14,-0.0228850848,0.0587053514
1474,15,-0.0630011939,0.0009029875
1474,16,0.0351630556,-0.0522853425
1474,17,0.0500299072,-0.0383030269
1474,18,0.0596478488,-0.0203023836
1474,19,0.0617785007,-0.0123899453
1474,20,0.0624531075,-0.0083468278
1474,21,0.0630085198,-0.0001714442
1474,22,0.0597572572,0.0199773463
1474,23,0.0502369729,0.0380302735
1474,24,0.0621424227,0.0104100093
1474,25,0.0538812970,-0.0326631726
1474,26,0.0195142992,-0.0599106783
1474,27,0.0019220837,-0.0629793725
1474,28,-0.0070220614,-0.0626161087
1474,29,-0.0243075264,-0.0581310706
1474,30,-0.0563519317,-0.0281865080
1474,31,-0.0610934700,0.0154143088
1474,32,0.0583625758,-0.0237509468
1474,33,0.0577202930,0.0252709765
1474,34,0.0221373678,0.0589924536
1474,35,0.0024779732,0.0629603760
1474,36,-0.0075738728,0.0625521701
1474,37,-0.0268465924,0.0570031755
1474,38,-0.0595780831,0.0205061825
1474,39,-0.0562428368,-0.0284043346
1474,40,-0.0404191536,-0.0483351922
1474,41,-0.0580207598,-0.0245681017
1474,42,-0.0628394378,0.0046118368
1474,43,-0.0608457299,0.0163677580
1474,44,-0.0590241456,0.0220514463
1474,45,-0.0538131452,0.0327765776
1474,46,-0.0329297944,0.0537192429
1474,47,-0.0047912443,0.0628260697
1475,0,0.0469869409,-0.0419812253
1475,1,0.0617389124,-0.0125848973
1475,2,0.0596690823,0.0202397138
1475,3,0.0540990915,0.0323009367
1475,4,0.0503957395,0.0378260941
1475,5,0.0413440667,0.0475508423
1475,6,0.0117498867,0.0619037092
1475,7,-0.0210436712,0.0593912459
1475,8,0.0129336904,0.0616680870
1475,9,0.0580804567,0.0244291179
1475,10,0.0531229495,-0.0338830426
1475,11,0.0364391817,-0.0514031960
1475,12,0.0258927516,-0.0574428045
1475,13,0.0023384968,-0.0629650764
1475,14,-0.0504635732,-0.0377295881
1475,15,-0.0597322238,0.0200536747
1475,16,0.0528444611,-0.0343178003
1475,17,0.0628332220,0.0047032917
1475,18,0.0471457406,0.0418015420
1475,19,0.0348005591,0.0525265881
1475,20,0.0276901624,0.0565981345
1475,21,0.0121924646,0.0618180149
1475,22,-0.0277424779,0.0565721167
1475,23,-0.0563407586,0.0282088887
1475,24,-0.0618028288,-0.0122659743
1475,25,-0.0628389246,-0.0046178219
1475,26,-0.0629322421,0.0030996826
1475,27,-0.0627046963,0.0061801602
1475,28,-0.0625343982,0.0077153494
1475,29,-0.0620811215,0.0107709228
1475,30,-0.0602983807,0.0182807757
1475,31,-0.0576109665,0.0255166846
1475,32,-0.0225362744,-0.0588408457
1475,33,-0.0453561004,-0.0437379597
1475,34,-0.0596201214,-0.0203824795
1475,35,-0.0622593917,-0.0096831558
1475,36,-0.0628677087,-0.0042015083
1475,37,-0.0626378693,0.0068162272
1475,38,-0.0538401684,0.0327293062
1475,39,-0.0348864989,0.0524687149
1475,40,-0.0620927344,0.0107027458
1475,41,-0.0382823382,-0.0500444200
1475,42,0.0265794376,-0.0571265792
1475,43,0.0481942736,-0.0405867432
1475,44,0.0558228384,-0.0292197457
1475,45,0.0629394522,-0.0029495309
1475,46,0.0318065758,0.0543910819
1475,47,-0.0334332173,0.0534059205
1476,0,0.0433493532,-0.0457304332
1476,1,0.0592484948,-0.0214435598
1476,2,0.0625735447,0.0073931608
1476,3,0.0601282073,0.0188341909
1476,4,0.0581213681,0.0243393223
1476,5,0.0526196448,0.0346634850
1476,6,0.0314985296,0.0545715627
1476,7,0.0036933371,0.0629007193
1476,8,-0.0461652756,0.0428801220
1476,9,-0.0550311828,0.0306831525
1476,10,-0.0607450667,0.0167287515
1476,11,-0.0620682060,0.0108314964
1476,12,-0.0625166597,0.0078424608
1476,13,-0.0629802714,0.0018163214
1476,14,-0.0616096553,-0.0131993633
1476,15,-0.0567098923,-0.0274595876
1476,16,-0.0219369346,-0.0590675519
1476,17,-0.0444097647,-0.0446978083
1476,18,-0.0589223736,-0.0223180657
1476,19,-0.0618563620,-0.0119893581
1476,20,-0.0626523752,-0.0066747696
1476,21,-0.0628762788,0.0040605656
1476,22,-0.0555614572,0.0297115978
1476,23,-0.0382901489,0.0500382153
1476,24,-0.0594740720,0.0208088985
1476,25,-0.0535562908,-0.0331928391
1476,26,-0.0078261242,-0.0625193918
1476,27,0.0144894615,-0.0613185733
1476,28,0.0251344278,-0.0577772358
1476,29,0.0437216447,-0.0453696648
1476,30,0.0627670629,0.0055074086
1476,31,0.0351525984,0.0522907170
1476,32,0.0549223823,-0.0308853320
1476,33,0.0618456944,0.0120541590
1476,34,0.0393031115,0.0492472842
1476,35,0.0240522975,0.0582371193
1476,36,0.0156324822,0.0610386259
1476,37,-0.0019639834,0.0629779733
1476,38,-0.0422948710,0.0467032797
1476,39,-0.0624753583,0.0081774827
1476,40,-0.0496471253,0.0387980127
1476,41,0.0139875747,0.0614365655
1476,42,0.0615487959,0.0134819899
1476,43,0.0612484182,-0.0147865057
1476,44,0.0563698842,-0.0281498281
1476,45,0.0383874680,-0.0499641077
1476,46,-0.0288833998,-0.0559973597
1476,47,-0.0629659335,0.0023128859
1477,0,-0.0166457848,-0.0607709622
1477,1,-0.0366217914,-0.0512741265
1477,2,-0.0520847012,-0.0354587448
1477,3,-0.0565548712,-0.0277788387
1477,4,-0.0583759439,-0.0237224780
1477,5,-0.0611320019,-0.0152737132
1477,6,-0.0626415337,0.0067938729
1477,7,-0.0564339597,0.0280239363
1477,8,-0.0624169946,0.0086160039
1477,9,-0.0560422042,-0.0287990906
1477,10,-0.0293326052,-0.0557647495
1477,11,-0.0149461362,-0.0612104357
1477,12,-0.0073627230,-0.0625773665
1477,13,0.0080197734,-0.0624964964
1477,14,0.0424619466,-0.0465521200
1477,15,0.0614967754,-0.0137163574
1477,16,0.0592253401,-0.0215066347
1477,17,0.0555759631,0.0296897297
1477,18,0.0150501781,0.0611852368
1477,19,-0.0059394100,0.0627283977
1477,20,-0.0163318656,0.0608552004
1477,21,-0.0354622267,0.0520817995
1477,22,-0.0624430309,0.0084194007
1477,23,-0.0479903822,-0.0408296233
1477,24,-0.0608286757,-0.0164330413
1477,25,-0.0377703199,0.0504339260
1477,26,0.0328827106,0.0537485497
1477,27,0.0538802399,0.0326658725
1477,28,0.0600696903,0.0190200549
1477,29,0.0620994398,-0.0106659596
1477,30,0.0130636500,-0.0616398628
1477,31,-0.0524339530,-0.0349406396
1477,32,0.0300694801,-0.0553719831
1477,33,0.0432485450,-0.0458236497
1477,34,0.0535405486,-0.0332195998
1477,35,0.0566887747,-0.0275046876
1477,36,0.0580368474,-0.0245326079
1477,37,0.0602623922,-0.0183993459
1477,38,0.0629644883,-0.0023520227
1477,39,0.0614670601,0.0138518819
1477,40,0.0186466101,0.0601862028
1477,41,-0.0173852632,0.0605627652
1477,42,-0.0477311067,0.0411314435
1477,43,-0.0559094854,0.0290552404
1477,44,-0.0588965943,0.0223891648
1477,45,-0.0624668818,0.0082480691
1477,46,-0.0567720174,-0.0273333566
1477,47,-0.0325096993,-0.0539753007
1478,0,0.0610069367,-0.0157622624
1478,1,0.0495593174,0.0389111823
1478,2,-0.0008365093,0.0630039703
1478,3,-0.0234100223,0.0584994486
1478,4,-0.0337028779,0.0532401570
1478,5,-0.0505758311,0.0375823994
1478,6,-0.0605663781,-0.0173753402
1478,7,-0.0229587595,-0.0586772576
1478,8,-0.0382500322,-0.0500710884
1478,9,-0.0614421188,0.0139673059
1478,10,-0.0128454647,0.0616864743
1478,11,0.0156793717,0.0610276149
1478,12,0.0290897507,0.0558927065
1478,13,0.0507597203,0.0373316179
1478,14,0.0550576099,-0.0306413719
1478,15,-0.0049735929,-0.0628131037
1478,16,0.0146815715,-0.0612757765
1478,17,0.0178592752,-0.0604259370
1478,18,0.0209881288,-0.0594115513
1478,19,0.0222243733,-0.0589602981
1478,20,0.0228386409,-0.0587250422
1478,21,0.0240601014,-0.0582353584
1478,22,0.0270661131,-0.0569004906
1478,23,0.0299984669,-0.0554106364
1478,24,0.0628398219,0.0046248594
1478,25,0.0371768618,0.0508727661
1478,26,-0.0146810993,0.0612746510
1478,27,-0.0346179000,0.0526469529
1478,28,-0.0431752858,0.0458912815
1478,29,-0.0561943390,0.0285012205
1478,30,-0.0581123011,-0.0243545514
1478,31,-0.0190832440,-0.0600500128
1478,32,-0.0068855973,-0.0626320725
1478,33,-0.0205969750,-0.0595482905
1478,34,-0.0332837131,-0.0535009454
1478,35,-0.0379276797,-0.0503155581
1478,36,-0.0401383585,-0.0485704402
1478,37,-0.0443146320,-0.0447925318
1478,38,-0.0531413040,-0.0338552572
1478,39,-0.0593242722,-0.0212334294
1478,40,-0.0578130893,-0.0250570147
1478,41,-0.0488074343,-0.0398497264
1478,42,-0.0361149400,-0.0516318698
1478,43,-0.0302127428,-0.0552931941
1478,44,-0.0271192400,-0.0568742932
1478,45,-0.0206945623,-0.0595138325
1478,46,-0.0037106786,-0.0628996365
1478,47,0.0135536563,-0.0615340742
1479,0,-0.0002696660,-0.0630094661
1479,1,-0.0088263616,-0.0623887101
1479,2,-0.0172196050,-0.0606113054
1479,3,-0.0204961568,-0.0595832350
1479,4,-0.0221112240,-0.0590029923
1479,5,-0.0252930633,-0.0577109246
1479,6,-0.0328983660,-0.0537397731
1479,7,-0.0398930798,-0.0487731200
1479,8,0.0293359932,-0.0557645045
1479,9,0.0630035835,-0.0009048440
1479,10,0.0309247692,0.0548990288
1479,11,0.0052953446,0.0627872026
1479,12,-0.0081864974,0.0624760027
1479,13,-0.0334247222,0.0534139898
1479,14,-0.0628947433,-0.0038104130
1479,15,-0.0267318101,-0.0570584287
1479,16,0.0064789769,-0.0626759337
1479,17,0.0033111365,-0.0629226598
1479,18,0.0001348151,-0.0630095906
1479,19,-0.0011359640,-0.0629998281
1479,20,-0.0017714918,-0.0629847869
1479,21,-0.0030416071,-0.0629366413
1479,22,-0.0062104410,-0.0627029974
1479,23,-0.0093637902,-0.0623104570
1479,24,-0.0197903456,-0.0598214552
1479,25,-0.0248451524,-0.0579051443
1479,26,-0.0297173087,-0.0555620568
1479,27,-0.0316068769,-0.0545092962
1479,28,-0.0325378802,-0.0539587891
1479,29,-0.0343709030,-0.0528101479
1479,30,-0.0387714321,-0.0496694314
1479,31,-0.0428865224,-0.0461629645
1479,32,0.0612799260,-0.0146643929
1479,33,0.0481517868,0.0406409389
1479,34,-0.0041624696,0.0628723669
1479,35,-0.0268650295,0.0569958611
1479,36,-0.0370020110,0.0510012349
1479,37,-0.0530893085,0.0339383076
1479,38,-0.0588119583,-0.0226149562
1479,39,-0.0166735532,-0.0607638678
1479,40,-0.0204684920,-0.0595926214
1479,41,-0.0609941719,-0.0158098317
1479,42,-0.0468393837,0.0421463076
1479,43,-0.0270412898,0.0569125766
1479,44,-0.0153626653,0.0611083950
1479,45,0.0093060827,0.0623190075
1479,46,0.0571091477,0.0266238548
1479,47,0.0537144016,-0.0329394084
1480,0,0.0216147715,-0.0591868280
1480,1,0.0302390066,-0.0552797314
1480,2,0.0381805237,-0.0501246965
1480,3,0.0411250319,-0.0477384734
1480,4,0.0425442352,-0.0464798248
1480,5,0.0452611890,-0.0438378174
1480,6,0.0513172900,-0.0365621992
1480,7,0.0562160352,-0.0284607056
1480,8,0.0425333692,-0.0464874873
1480,9,0.0187235156,-0.0601630416
1480,10,-0.0086416049,-0.0624136528
1480,11,-0.0194195066,-0.0599418972
1480,12,-0.0246043001,-0.0580067271
1480,13,-0.0343658869,-0.0528122846
1480,14,-0.0535643774,-0.0331817711
1480,15,-0.0625909030,-0.0072499244
1480,16,0.0602619534,-0.0184058656
1480,17,0.0522393540,0.0352309766
1480,18,0.0055165116,0.0627669551
1480,19,-0.0167002774,0.0607556665
1480,20,-0.0271915589,0.0568399504
1480,21,-0.0452931537,0.0438032986
1480,22,-0.0625481843,-0.0076116426
1480,23,-0.0334655622,-0.0533873212
1480,24,-0.0228981441,-0.0587011817
1480,25,-0.0564738302,-0.0279442510
1480,26,-0.0605573219,0.0174057724
1480,27,-0.0528547898,0.0343002098
1480,28,-0.0472243078,0.0417134559
1480,29,-0.0330162483,0.0536665314
1480,30,0.0117668482,0.0619010069
1480,31,0.0504054234,0.0378092167
1480,32,-0.0124546488,-0.0617665139
1480,33,-0.0295354176,-0.0556587995
1480,34,-0.0441677614,-0.0449369687
1480,35,-0.0490545591,-0.0395445234
1480,36,-0.0512563256,-0.0366457144
1480,37,-0.0551397528,-0.0304913299
1480,38,-0.0615416076,-0.0135184078
1480,39,-0.0628429305,0.0045752669
1480,40,-0.0319216979,-0.0543251051
1480,41,0.0380030996,-0.0502590218
1480,42,0.0609667823,0.0159125776
1480,43,0.0470878497,0.0418676437
1480,44,0.0360068235,0.0517075401
1480,45,0.0085933031,0.0624210052
1480,46,-0.0543996537,0.0317955991
1480,47,-0.0501704079,-0.0381196136
1481,0,0.0572212187,-0.0263792884
1481,1,0.0591345260,0.0217535112
1481,2,0.0264865489,0.0571721385
1481,3,0.0075470213,0.0625560079
1481,4,-0.0023192790,0.0629684220
1481,5,-0.0216416703,0.0591777866
1481,6,-0.0571213785,0.0265951544
1481,7,-0.0592164791,-0.0215299551
1481,8,-0.0439326857,-0.0451673746
1481,9,-0.0586250807,-0.0230912968
1481,10,-0.0629333351,0.0030743343
1481,11,-0.0615110482,0.0136533111
1481,12,-0.0601335838,0.0188146248
1481,13,-0.0560944193,0.0286952330
1481,14,-0.0393205214,0.0492337644
1481,15,-0.0155811275,0.0610516474
1481,16,-0.0204864404,-0.0595860189
1481,17,-0.0416736646,-0.0472593148
1481,18,-0.0565529928,-0.0277804728
1481,19,-0.0601940486,-0.0186198763
1481,20,-0.0614657929,-0.0138541776
1481,21,-0.0628746046,-0.0040975423
1481,22,-0.0596803229,0.0202060070
1481,23,-0.0474541269,0.0414518566
1481,24,-0.0608503363,-0.0163547513
1481,25,-0.0083086195,-0.0624591523
1481,26,0.0544582204,-0.0316932795
1481,27,0.0629079867,-0.0035684721
1481,28,0.0620076036,0.0111895730
1481,29,0.0502014374,0.0380785316
1481,30,-0.0158399900,0.0609857889
1481,31,-0.0623870306,0.0088356393
1481,32,0.0360341010,-0.0516896631
1481,33,0.0519488078,-0.0356593095
1481,34,0.0611862680,-0.0150474749
1481,35,0.0627135871,-0.0061006423
1481,36,0.0629900799,-0.0015679315
1481,37,0.0625619301,0.0074979750
1481,38,0.0558983498,0.0290797241
1481,39,0.0420514279,0.0469247964
1481,40,0.0591734864,0.0216465185
1481,41,0.0580038014,-0.0246095914
1481,42,0.0255535388,-0.0575941791
1481,43,0.0073432955,-0.0625793265
1481,44,-0.0021153866,-0.0629731953
1481,45,-0.0206772669,-0.0595197224
1481,46,-0.0557576456,-0.0293466208
1481,47,-0.0607690271,0.0166525151
1482,0,-0.0238871416,-0.0583068074
1482,1,-0.0462162624,-0.0428291179
1482,2,-0.0599526852,-0.0193885029
1482,3,-0.0624024868,-0.0087264121
1482,4,-0.0629256429,-0.0032757883
1482,5,-0.0625435878,0.0076572254
1482,6,-0.0535048120,0.0332788116
1482,7,-0.0345191626,0.0527132948
1482,8,-0.0617057744,0.0127540688
1482,9,-0.0410850801,-0.0477738477
1482,10,0.0218472467,-0.0591015746
1482,11,0.0443056012,-0.0448027271
1482,12,0.0527708255,-0.0344310964
1482,13,0.0622799044,-0.0095632028
1482,14,0.0385730054,0.0498237897
1482,15,-0.0248589701,0.0578994520
1482,16,0.0475345299,-0.0413612503
1482,17,0.0622465479,-0.0097790596
1482,18,0.0579267046,0.0247930693
1482,19,0.0509684926,0.0370461556
1482,20,0.0465065277,0.0425128392
1482,21,0.0358962251,0.0517850035
1482,22,0.0028905018,0.0629436356
1482,23,-0.0309990373,0.0548572018
1482,24,0.0018208117,0.0629839876
1482,25,0.0538144294,0.0327768814
1482,26,0.0567977103,-0.0272809968
1482,27,0.0417877704,-0.0471594553
1482,28,0.0316416877,-0.0544888035
1482,29,0.0080537020,-0.0624930723
1482,30,-0.0480250306,-0.0407908833
1482,31,-0.0603661857,0.0180607056
1482,32,0.0509444932,-0.0370802264
1482,33,0.0630102702,0.0000359856
1482,34,0.0509017628,0.0371382448
1482,35,0.0400384751,0.0486532684
1482,36,0.0336095711,0.0532973048
1482,37,0.0192645736,0.0599923616
1482,38,-0.0197635323,0.0598300302
1482,39,-0.0512092664,0.0367135996
1482,40,-0.0628168717,-0.0049287372
1482,41,-0.0630071903,-0.0005535920
1482,42,-0.0628931110,0.0038242347
1482,43,-0.0627625736,0.0055710466
1482,44,-0.0626790647,0.0064431359
1482,45,-0.0624758428,0.0081829345
1482,46,-0.0617567934,0.0125022462
1482,47,-0.0607394837,0.0167610254
1483,0,0.0551144719,-0.0305422647
1483,1,0.0614164937,0.0140824131
1483,2,0.0363011462,0.0515023601
1483,3,0.0199043284,0.0597834245
1483,4,0.0109734199,0.0620482487
1483,5,-0.0073871558,0.0625762531
1483,6,-0.0472913053,0.0416380539
1483,7,-0.0630058482,-0.0005987114
1483,8,-0.0550481678,0.0306520826
1483,9,0.0052084397,0.0627919489
1483,10,0.0593469900,0.0211644835
1483,11,0.0625871605,-0.0072692641
1483,12,0.0593011707,-0.0212925037
1483,13,0.0437658701,-0.0453265340
1483,14,-0.0232307999,-0.0585690243
1483,15,-0.0629365446,-0.0030045701
1483,16,0.0406224244,-0.0481659908
1483,17,0.0572715776,-0.0262675489
1483,18,0.0630047397,0.0006371088
1483,19,0.0619199641,0.0116620545
1483,20,0.0606548006,0.0170603366
1483,21,0.0567298649,0.0274198761
1483,22,0.0396413626,0.0489766036
1483,23,0.0149975852,0.0611985872
1483,24,-0.0393226697,0.0492326556
1483,25,-0.0518057777,0.0358643724
1483,26,-0.0599234226,0.0194746395
1483,27,-0.0617809812,0.0123758798
1483,28,-0.0623968277,0.0087575600
1483,29,-0.0629917524,0.0014441208
1483,30,-0.0607523761,-0.0167075215
1483,31,-0.0533947212,-0.0334512127
1483,32,-0.0226138164,-0.0588117535
1483,33,-0.0443632873,-0.0447450186
1483,34,-0.0586158735,-0.0231141255
1483,35,-0.0616243028,-0.0131341520
1483,36,-0.0624995218,-0.0079919875
1483,37,-0.0629616113,0.0024216113
1483,38,-0.0566669090,0.0275482994
1483,39,-0.0407954600,0.0480192256
1483,40,-0.0598806030,0.0196053737
1483,41,-0.0541146566,-0.0322741846
1483,42,-0.0112085016,-0.0620032820
1483,43,0.0102142648,-0.0621750883
1483,44,0.0206358076,-0.0595334697
1483,45,0.0393903496,-0.0491784667
1483,46,0.0629551921,-0.0026001690
1483,47,0.0433119745,0.0457635619
1484,0,0.0267291733,-0.0570592330
1484,1,0.0391893747,-0.0493391615
1484,2,0.0495289916,-0.0389492695
1484,3,0.0529412040,-0.0341673805
1484,4,0.0544788921,-0.0316622447
1484,5,0.0571900151,-0.0264513070
1484,6,0.0617527613,-0.0125218666
1484,7,0.0629746668,0.0020854705
1484,8,0.0282530308,0.0563195871
1484,9,-0.0100410602,0.0622036892
1484,10,-0.0445387301,0.0445691097
1484,11,-0.0541807897,0.0321639601
1484,12,-0.0577682122,0.0251580328
1484,13,-0.0621965841,0.0100833540
1484,14,-0.0563389494,-0.0282146156
1484,15,-0.0291795586,-0.0558450827
1484,16,-0.0166911015,-0.0607578803
1484,17,-0.0355722199,-0.0520074946
1484,18,-0.0505725530,-0.0375846749
1484,19,-0.0551011421,-0.0305625201
1484,20,-0.0570061904,-0.0268414590
1484,21,-0.0600566559,-0.0190621844
1484,22,-0.0629893392,0.0015401596
1484,23,-0.0590518056,0.0219742597
1484,24,-0.0628757212,0.0040791619
1484,25,-0.0552896408,-0.0302169221
1484,26,-0.0305211797,-0.0551225044
1484,27,-0.0173942540,-0.0605596299
1484,28,-0.0104553461,-0.0621346985
1484,29,0.0037327087,-0.0628977306
1484,30,0.0368268821,-0.0511261545
1484,31,0.0584766880,-0.0234661750
1484,32,0.0591597011,-0.0216912954
1484,33,0.0550916446,0.0305812583
1484,34,0.0128816211,0.0616792616
1484,35,-0.0086290301,0.0624162839
1484,36,-0.0191625123,0.0600253896
1484,37,-0.0382469976,0.0500737520
1484,38,-0.0628942444,0.0037994407
1484,39,-0.0439960197,-0.0451049759
1484,40,-0.0584404879,-0.0235534993
1484,41,-0.0435879772,0.0454986981
1484,42,0.0260373355,0.0573761507
1484,43,0.0494338327,0.0390674870
1484,44,0.0572507105,0.0263122618
1484,45,0.0629440433,-0.0028459161
1484,46,0.0207539150,-0.0594919253
1484,47,-0.0475151728,-0.0413790897
1485,0,-0.0063789517,-0.0626857855
1485,1,-0.0184265530,-0.0602549712
1485,2,-0.0297729602,-0.0555317008
1485,3,-0.0340172789,-0.0530380329
1485,4,-0.0360637178,-0.0516701012
1485,5,-0.0399872018,-0.0486966963
1485,6,-0.0486791684,-0.0400070853
1485,7,-0.0555195149,-0.0297961879
1485,8,-0.0544377617,-0.0317297981
1485,9,-0.0460510149,-0.0430061265
1485,10,-0.0353737057,-0.0521433112
1485,11,-0.0305770878,-0.0550931874
1485,12,-0.0280847527,-0.0564044627
1485,13,-0.0229368416,-0.0586865760
1485,14,-0.0093590789,-0.0623108267
1485,15,0.0046842763,-0.0628354067
1485,16,0.0607781157,-0.0166227154
1485,17,0.0497050207,0.0387249576
1485,18,-0.0012544322,0.0629969088
1485,19,-0.0240397901,0.0582435285
1485,20,-0.0343837853,0.0528013255
1485,21,-0.0512072770,0.0367161374
1485,22,-0.0600681039,-0.0190281027
1485,23,-0.0207262775,-0.0595028348
1485,24,-0.0344987836,-0.0527262805
1485,25,-0.0624561366,0.0083425673
1485,26,-0.0194510865,0.0599327725
1485,27,0.0085341560,0.0624291205
1485,28,0.0222380764,0.0589548675
1485,29,0.0456539341,0.0434273430
1485,30,0.0588866706,-0.0224202887
1485,31,0.0052120853,-0.0627941125
1485,32,0.0111540219,-0.0620145926
1485,33,0.0128940578,-0.0616765542
1485,34,0.0146236605,-0.0612890500
1485,35,0.0153124945,-0.0611206828
1485,36,0.0156561406,-0.0610335662
1485,37,0.0163419732,-0.0608534900
1485,38,0.0180472430,-0.0603698448
1485,39,0.0197382319,-0.0598384567
1485,40,0.0627488934,-0.0057344052
1485,41,0.0434654817,0.0456181783
1485,42,-0.0087597556,0.0623974078
1485,43,-0.0301953205,0.0553032923
1485,44,-0.0396154002,0.0489983602
1485,45,-0.0543461757,0.0318871283
1485,46,-0.0587447467,-0.0227898800
1485,47,-0.0186216967,-0.0601946848
1486,0,0.0608812600,-0.0162421898
1486,1,0.0491435995,0.0394358523
1486,2,-0.0026705023,0.0629535361
1486,3,-0.0255304950,0.0576062698
1486,4,-0.0358165319,0.0518412150
1486,5,-0.0523075253,0.0351318434
1486,6,-0.0592862772,-0.0213388816
1486,7,-0.0179176311,-0.0604076130
1486,8,-0.0192241688,-0.0600045187
1486,9,-0.0600736479,-0.0190063357
1486,10,-0.0502396099,0.0380268414
1486,11,-0.0324572232,0.0540052933
1486,12,-0.0216225180,0.0591821470
1486,13,0.0019808498,0.0629771882
1486,14,0.0525305284,0.0347947758
1486,15,0.0587609901,-0.0227443549
1486,16,-0.0035249696,-0.0629106301
1486,17,-0.0132503699,-0.0616001357
1486,18,-0.0226542031,-0.0587960936
1486,19,-0.0262744372,-0.0572703229
1486,20,-0.0280469858,-0.0564234952
1486,21,-0.0315087458,-0.0545660215
1486,22,-0.0395987482,-0.0490118597
1486,23,-0.0467285673,-0.0422685038
1486,24,0.0207576926,-0.0594919063
1486,25,0.0623728408,-0.0089319211
1486,26,0.0366194631,0.0512754255
1486,27,0.0114685026,0.0619567013
1486,28,-0.0022386605,0.0629695521
1486,29,-0.0286863179,0.0561006207
1486,30,-0.0630083659,0.0003319502
1486,31,-0.0292755222,-0.0557952123
1486,32,0.0073670227,-0.0625783288
1486,33,0.0062792441,-0.0626965736
1486,34,0.0051884910,-0.0627961177
1486,35,0.0047520079,-0.0628306554
1486,36,0.0045337561,-0.0628467466
1486,37,0.0040968580,-0.0628766393
1486,38,0.0030038129,-0.0629380574
1486,39,0.0019096967,-0.0629806781
1486,40,-0.0103226296,-0.0621572340
1486,41,-0.0188063427,-0.0601360451
1486,42,-0.0269295244,-0.0569630423
1486,43,-0.0300429250,-0.0553846283
1486,44,-0.0315655922,-0.0545311037
1486,45,-0.0345374153,-0.0526996127
1486,46,-0.0414835683,-0.0474258310
1486,47,-0.0476349838,-0.0412434958
1487,0,-0.0151192179,-0.0611680894
1487,1,-0.0326192412,-0.0539077477
1487,2,-0.0471693846,-0.0417737499
1487,3,-0.0518571730,-0.0357886743
1487,4,-0.0539260472,-0.0325975938
1487,5,-0.0574586678,-0.0258642085
1487,6,-0.0625466341,-0.0076140891
1487,7,-0.0619827024,0.0113235834
1487,8,-0.0380912588,-0.0501910929
1487,9,0.0320976091,-0.0542202463
1487,10,0.0623252244,0.0092544810
1487,11,0.0512487430,0.0366557894
1487,12,0.0412225056,0.0476530224
1487,13,0.0149583962,0.0612072996
1487,14,-0.0510314473,0.0369577264
1487,15,-0.0534870145,-0.0333045740
1487,16,0.0226193425,-0.0588100193
1487,17,0.0330905888,-0.0536208722
1487,18,0.0424234940,-0.0465873302
1487,19,0.0457650588,-0.0433094359
1487,20,0.0473416668,-0.0415798445
1487,21,0.0502978922,-0.0379507776
1487,22,0.0564409869,-0.0280088218
1487,23,0.0606427583,-0.0171034624
1487,24,0.0500757463,-0.0382418802
1487,25,0.0263243113,-0.0572458001
1487,26,-0.0035624512,-0.0629079150
1487,27,-0.0156863875,-0.0610249163
1487,28,-0.0215533509,-0.0592077469
