pixel,elem,real,imag
725,35,-0.0625869635,0.0072794621
725,36,-0.0629743982,0.0020865915
725,37,-0.0624589551,-0.0083063112
725,38,-0.0538627538,-0.0326944184
725,39,-0.0361947094,-0.0515759725
725,40,-0.0612446766,-0.0148037271
725,41,-0.0459503635,0.0431123756
725,42,0.0108740453,0.0620635341
725,43,0.0339873422,0.0530565229
725,44,0.0437663617,0.0453281072
725,45,0.0578710325,0.0249218691
725,46,0.0525640474,-0.0347445659
725,47,-0.0002500754,-0.0630089492
726,0,0.0318968682,0.0543394132
726,1,0.0497235187,0.0387004774
726,2,0.0605068886,0.0175794555
726,3,0.0624666032,0.0082493738
726,4,0.0629143758,0.0035010944
726,5,0.0627215332,-0.0060310676
726,6,0.0560488624,-0.0287878494
726,7,0.0414383429,-0.0474667434
726,8,-0.0174928559,-0.0605331837
726,9,-0.0406834919,-0.0481155110
726,10,-0.0567824456,-0.0273116715
726,11,-0.0605537223,-0.0174181200
726,12,-0.0618029342,-0.0122690509
726,13,-0.0629845961,-0.0017474437
726,14,-0.0582090727,0.0241211918
726,15,-0.0432877156,0.0457853368
726,16,-0.0248791712,0.0578904940
726,17,-0.0441630238,0.0449429391
726,18,-0.0574451258,0.0258884629
726,19,-0.0606400285,0.0171167100
726,20,-0.0617411112,0.0125771482
726,21,-0.0629221791,0.0033164555
726,22,-0.0598483196,-0.0197059958
726,23,-0.0486426060,-0.0400505341
726,24,-0.0615512418,-0.0134765929
726,25,-0.0542431875,0.0320605763
726,26,-0.0178739404,0.0604215657
726,27,0.0007640940,0.0630052044
726,28,0.0101628570,0.0621850020
726,29,0.0280714357,0.0564114557
726,30,0.0589777798,0.0221791601
726,31,0.0582864139,-0.0239362057
726,32,0.0548596572,0.0309944927
726,33,0.0604694139,-0.0177121352
726,34,0.0294683536,-0.0556941527
726,35,0.0104726545,-0.0621331534
726,36,0.0004500985,-0.0630080171
726,37,-0.0193737080,-0.0599571277
726,38,-0.0564857449,-0.0279197805
726,39,-0.0593990423,0.0210212243
726,40,-0.0625306397,-0.0077485683
726,41,-0.0172657398,-0.0605978846
726,42,0.0490559459,-0.0395417548
726,43,0.0616184589,-0.0131613725
726,44,0.0629907133,0.0014842886
726,45,0.0555492888,0.0297394163
726,46,-0.0057063281,0.0627512084
726,47,-0.0600026277,0.0192326965
727,0,-0.0170901796,0.0606479763
727,1,-0.0325853209,0.0539294862
727,2,-0.0457395304,0.0433362384
727,3,-0.0501267649,0.0381764570
727,4,-0.0521073347,0.0354301279
727,5,-0.0556087815,0.0296318485
727,6,-0.0614807352,0.0137943502
727,7,-0.0629362608,-0.0030321063
727,8,-0.0621637422,0.0102812359
727,9,-0.0519176899,0.0357014307
727,10,-0.0318485963,0.0543667652
727,11,-0.0218732498,0.0590901968
727,12,-0.0166139918,0.0607790550
727,13,-0.0057533957,0.0627456667
727,14,0.0214306814,0.0592530336
727,15,0.0445607078,0.0445489777
727,16,0.0585360552,0.0233208104
727,17,0.0545199677,-0.0315872782
727,18,0.0088822691,-0.0623802336
727,19,-0.0137663644,-0.0614875812
727,20,-0.0246009329,-0.0580087977
727,21,-0.0435361114,-0.0455504535
727,22,-0.0627174264,0.0060533141
727,23,-0.0340190338,0.0530353618
727,24,-0.0496055858,0.0388503178
727,25,-0.0550306831,-0.0306871298
727,26,0.0069782684,-0.0626211445
727,27,0.0345415949,-0.0526971650
727,28,0.0458458486,-0.0432235438
727,29,0.0604365370,-0.0178200520
727,30,0.0398368620,0.0488177600
727,31,-0.0295783902,0.0556354652
727,32,0.0170150589,0.0606686443
727,33,0.0270133398,0.0569255086
727,34,0.0362351617,0.0515473540
727,35,0.0396467446,0.0489719193
727,36,0.0412850910,0.0475989751
727,37,0.0444172987,0.0446901099
727,38,0.0513245929,0.0365502893
727,39,0.0567588636,0.0273616407
727,40,0.0489510863,-0.0396736394
727,41,0.0097335136,-0.0622529436
727,42,-0.0345036290,-0.0527212853
727,43,-0.0482942887,-0.0404681112
727,44,-0.0536980553,-0.0329620244
727,45,-0.0609435365,-0.0159966409
727,46,-0.0559481482,0.0289794655
727,47,-0.0220945106,0.0590072324
728,0,0.0598601152,0.0196737759
728,1,0.0508078921,-0.0372666477
728,2,-0.0007831191,-0.0630053394
728,3,-0.0241058787,-0.0582168527
728,4,-0.0346706678,-0.0526138262
728,5,-0.0517186125,-0.0359926746
728,6,-0.0593527495,0.0211544362
728,7,-0.0172938495,0.0605899824
728,8,-0.0259495753,0.0574179161
728,9,-0.0628147973,0.0049604486
728,10,-0.0346413460,-0.0526334487
728,11,-0.0097328975,-0.0622537994
728,12,0.0036788642,-0.0629022814
728,13,0.0293996886,-0.0557302596
728,14,0.0630000812,-0.0011237930
728,15,0.0313697980,0.0546465477
728,16,0.0017276613,0.0629861802
728,17,-0.0001812165,0.0630094912
728,18,-0.0020903129,0.0629748923
728,19,-0.0028532994,0.0629451131
728,20,-0.0032346150,0.0629265449
728,21,-0.0039970440,0.0628828677
728,22,-0.0059001775,0.0627329705
728,23,-0.0077980011,0.0625256314
728,24,0.0550871635,0.0305890670
728,25,0.0560700883,-0.0287485393
728,26,0.0073143842,-0.0625839456
728,27,-0.0171663539,-0.0606263578
728,28,-0.0286523019,-0.0561184155
728,29,-0.0479296283,-0.0409025692
728,30,-0.0606563838,0.0170626463
728,31,-0.0195758940,0.0598917267
728,32,-0.0051067425,0.0628032395
728,33,-0.0124119736,0.0617757112
728,34,-0.0195468598,0.0599015818
728,35,-0.0223312780,0.0589203889
728,36,-0.0237053667,0.0583810128
728,37,-0.0264138705,0.0572065079
728,38,-0.0329187022,0.0537270546
728,39,-0.0389725128,0.0495114462
728,40,-0.0408192620,0.0480000037
728,41,-0.0365020513,0.0513595755
728,42,-0.0319098605,0.0543319824
728,43,-0.0300037473,0.0554074297
728,44,-0.0290369864,0.0559200900
728,45,-0.0270773244,0.0568951671
728,46,-0.0220404737,0.0590292732
728,47,-0.0168375257,0.0607186044
729,0,-0.0115417250,0.0619429240
729,1,-0.0237742791,0.0583513801
729,2,-0.0350336048,0.0523712159
729,3,-0.0391599704,0.0493621132
729,4,-0.0411308377,0.0477361483
729,5,-0.0448611088,0.0442478184
729,6,-0.0528482695,0.0343109822
729,7,-0.0586734226,0.0229700232
729,8,-0.0019555538,0.0629791396
729,9,0.0562949504,0.0283040333
729,10,0.0493845181,-0.0391327758
729,11,0.0271974262,-0.0568373468
729,12,0.0136962971,-0.0615027926
729,13,-0.0146880605,-0.0612733542
729,14,-0.0617591708,-0.0124903941
729,15,-0.0373442421,0.0507509128
729,16,0.0098520047,0.0622349677
729,17,0.0141984565,0.0613890549
729,18,0.0184746107,0.0602400931
729,19,0.0201609979,0.0596970788
729,20,0.0209979593,0.0594076777
729,21,0.0226598377,0.0587940215
729,22,0.0267324429,0.0570576678
729,23,0.0306732215,0.0550395302
729,24,0.0158978731,0.0609702588
729,25,-0.0011281712,0.0629987599
729,26,-0.0180705881,0.0603622237
729,27,-0.0245407386,0.0580335735
729,28,-0.0276709465,0.0566080552
729,29,-0.0336748267,0.0532556828
729,30,-0.0467854265,0.0422054486
729,31,-0.0564317307,0.0280296785
729,32,0.0595055329,0.0207193780
729,33,0.0520668389,-0.0354862126
729,34,0.0024745492,-0.0629610695
729,35,-0.0206576553,-0.0595272459
729,36,-0.0313454171,-0.0546597884
729,37,-0.0491205225,-0.0394633081
729,38,-0.0609475089,0.0159837379
729,39,-0.0234312679,0.0584902356
729,40,-0.0182083024,0.0603207640
729,41,-0.0576691539,0.0253836407
729,42,-0.0567800035,-0.0273132240
729,43,-0.0441880848,-0.0449156907
729,44,-0.0358174171,-0.0518373594
729,45,-0.0161635658,-0.0608999242
729,46,0.0357626895,-0.0518757031
729,47,0.0626666917,-0.0065550385
730,0,0.0255799995,0.0575848049
730,1,0.0403041518,0.0484336284
730,2,0.0519773486,0.0356159009
730,3,0.0555852498,0.0296717101
730,4,0.0571410512,0.0265591427
730,5,0.0597184870,0.0201019245
730,6,0.0629346546,0.0030671844
730,7,0.0613883194,-0.0141993092
730,8,0.0619071576,0.0117280525
730,9,0.0441296164,0.0449736272
730,10,0.0105532937,0.0621183907
730,11,-0.0047069446,0.0628322718
730,12,-0.0122893823,0.0617984058
730,13,-0.0268012413,0.0570239919
730,14,-0.0545610368,0.0315148815
730,15,-0.0627870964,-0.0052772752
730,16,0.0572814425,0.0262535690
730,17,0.0574125891,-0.0259610025
730,18,0.0181188005,-0.0603475715
730,19,-0.0031551484,-0.0629303722
730,20,-0.0138108034,-0.0614773301
730,21,-0.0336163509,-0.0532931639
730,22,-0.0622662126,-0.0096419844
730,23,-0.0481580215,0.0406298271
730,24,-0.0315781464,0.0545234031
730,25,-0.0562491737,0.0283898961
730,26,-0.0626199587,-0.0069799307
730,27,-0.0593507852,-0.0211531296
730,28,-0.0565125637,-0.0278623832
730,29,-0.0486174922,-0.0400787761
730,30,-0.0187977682,-0.0601383330
730,31,0.0171378390,-0.0606325441
730,32,-0.0211024663,0.0593701429
730,33,-0.0392827770,0.0492653717
730,34,-0.0531816273,0.0337907712
730,35,-0.0571836502,0.0264600040
730,36,-0.0588117055,0.0226118959
730,37,-0.0612856277,0.0146346146
730,38,-0.0627108103,-0.0061165562
730,39,-0.0573024483,-0.0262012621
730,40,-0.0505697362,0.0375857200
730,41,0.0158585985,0.0609791292
730,42,0.0624731262,0.0081866020
730,43,0.0593136346,-0.0212570079
730,44,0.0526573434,-0.0346000922
730,45,0.0310360435,-0.0548342396
730,46,-0.0391771597,-0.0493468081
730,47,-0.0604426450,0.0177934619
731,0,0.0522667156,0.0351921272
731,1,0.0624909393,-0.0080711168
731,2,0.0416100103,-0.0473165893
731,3,0.0264329431,-0.0571973810
731,4,0.0179376921,-0.0604035978
731,5,0.0000164172,-0.0630106060
731,6,-0.0415840103,-0.0473393508
731,7,-0.0624859452,-0.0081051795
731,8,-0.0561147987,0.0286571843
731,9,-0.0613200213,0.0144898327
731,10,-0.0630067355,-0.0005087946
731,11,-0.0626677837,-0.0065487786
731,12,-0.0622812947,-0.0095498268
731,13,-0.0610784752,-0.0154785659
731,14,-0.0556452158,-0.0295604733
731,15,-0.0470187839,-0.0419459309
731,16,-0.0262448080,0.0572836604
731,17,-0.0467011446,0.0422987161
731,18,-0.0595930217,0.0204628330
731,19,-0.0621142586,0.0105774393
731,20,-0.0627663397,0.0055140062
731,21,-0.0628339023,-0.0046876554
731,22,-0.0558974846,-0.0290789106
731,23,-0.0399076542,-0.0487602392
731,24,-0.0630014118,0.0010327486
731,25,-0.0261614625,0.0573224205
731,26,0.0404996395,0.0482695048
731,27,0.0574760863,0.0258186283
731,28,0.0617907054,0.0123286354
731,29,0.0609936979,-0.0158069162
731,30,0.0119593794,-0.0618649590
731,31,-0.0507083646,-0.0374025203
731,32,0.0395245700,0.0490711663
731,33,0.0577416415,0.0252213342
731,34,0.0628585348,-0.0043507464
731,35,0.0608675356,-0.0162879581
731,36,0.0590220582,-0.0220582024
731,37,0.0537162108,-0.0329354315
731,38,0.0323878314,-0.0540486575
731,39,0.0037121634,-0.0629003456
731,40,0.0337618180,-0.0532019373
731,41,0.0625627932,-0.0074929805
731,42,0.0453688388,0.0437240289
731,43,0.0273725958,0.0567526164
731,44,0.0169382289,0.0606896928
731,45,-0.0051789540,0.0627962448
731,46,-0.0519197094,0.0357013718
731,47,-0.0604897600,-0.0176406628
732,0,-0.0268420289,0.0570058880
732,1,-0.0476163319,0.0412653619
732,2,-0.0602428852,0.0184639080
732,3,-0.0624712404,0.0082139673
732,4,-0.0629410671,0.0029856562
732,5,-0.0625634332,-0.0074974311
732,6,-0.0541743050,-0.0321755490
732,7,-0.0365167952,-0.0513480108
732,8,-0.0607107954,-0.0168596881
732,9,-0.0485466220,0.0401650779
732,10,0.0051909579,0.0627936302
732,11,0.0283843066,0.0562523225
732,12,0.0386177318,0.0497864950
732,13,0.0544833045,0.0316478723
732,14,0.0571189707,-0.0266003177
732,15,0.0108394844,-0.0620703262
732,16,0.0498712598,0.0385135520
732,17,0.0630085251,-0.0005259758
732,18,0.0492198177,-0.0393406381
732,19,0.0371275777,-0.0509100385
732,20,0.0300381240,-0.0553896036
732,21,0.0143978763,-0.0613434448
732,22,-0.0265759171,-0.0571316524
732,23,-0.0561926112,-0.0285054526
732,24,-0.0345572635,-0.0526862137
732,25,0.0303240914,-0.0552311929
732,26,0.0630023581,0.0008779033
732,27,0.0568183540,0.0272351506
732,28,0.0496407198,0.0388058921
732,29,0.0287741551,0.0560550645
732,30,-0.0360113613,0.0517040305
732,31,-0.0625542469,-0.0075546737
732,32,0.0435235052,0.0455621532
732,33,0.0608452139,0.0163733492
732,34,0.0605107332,-0.0175660593
732,35,0.0552746660,-0.0302464372
732,36,0.0516534723,-0.0360841733
732,37,0.0426193254,-0.0464084794
732,38,0.0123614440,-0.0617847580
732,39,-0.0214834450,-0.0592336477
732,40,-0.0582675829,-0.0239788699
732,41,-0.0607277515,-0.0167978889
732,42,-0.0623063035,-0.0093733726
732,43,-0.0626857458,-0.0063597199
732,44,-0.0628207389,-0.0048467053
732,45,-0.0629818048,-0.0018134150
732,46,-0.0627427038,0.0057734663
732,47,-0.0615932899,0.0132765396
733,0,0.0562113535,0.0284701536
733,1,0.0592952894,-0.0213145351
733,2,0.0252222700,-0.0577418166
733,3,0.0054297327,-0.0627756101
733,4,-0.0048199029,-0.0628262591
733,5,-0.0246595018,-0.0579849741
733,6,-0.0590833002,-0.0218921421
733,7,-0.0564855609,0.0279188056
733,8,-0.0630074570,0.0001798691
733,9,-0.0242335369,-0.0581609162
733,10,0.0444941206,-0.0446120633
733,11,0.0599039178,-0.0195314185
733,12,0.0628093673,-0.0049979153
733,13,0.0582251016,0.0240793444
733,14,-0.0000125407,0.0630082892
733,15,-0.0582350747,0.0240562259
733,16,0.0309931455,0.0548605418
733,17,0.0476665922,0.0412076273
733,18,0.0587640886,0.0227349036
733,19,0.0613256992,0.0144668654
733,20,0.0621743109,0.0102205027
733,21,0.0629885138,0.0016032431
733,22,0.0598443868,-0.0197159700
733,23,0.0497004276,-0.0387290256
733,24,-0.0068246909,-0.0626380028
733,25,-0.0344624330,-0.0527485162
733,26,-0.0546205760,-0.0314110752
733,27,-0.0595303066,-0.0206448333
733,28,-0.0612057809,-0.0149638282
733,29,-0.0629241994,-0.0032564620
733,30,-0.0575709875,0.0256049331
733,31,-0.0397230845,0.0489091831
733,32,-0.0228783505,0.0587097061
733,33,-0.0423253816,0.0466778561
733,34,-0.0561972852,0.0284953781
733,35,-0.0597447097,0.0200172866
733,36,-0.0610454840,0.0156069195
733,37,-0.0626662691,0.0065606897
733,38,-0.0608804036,-0.0162382007
733,39,-0.0510748662,-0.0368978486
733,40,-0.0618018248,-0.0122703248
733,41,-0.0549078148,0.0309060758
733,42,-0.0215733929,0.0591999814
733,43,-0.0041551318,0.0628713345
733,44,0.0047676478,0.0628276908
733,45,0.0221494393,0.0589874028
733,46,0.0552069147,0.0303690860
733,47,0.0616798274,-0.0128736879
734,0,0.0159958249,0.0609445851
734,1,0.0240271038,0.0582477480
734,2,0.0316237177,0.0544982199
734,3,0.0345096336,0.0527182654
734,4,0.0359183161,0.0517721360
734,5,0.0386505218,0.0497650127
734,6,0.0449746619,0.0441290904
734,7,0.0504876343,0.0376966600
734,8,0.0553750853,-0.0300603354
734,9,0.0184429492,-0.0602491248
734,10,-0.0290595031,-0.0559075990
734,11,-0.0447541506,-0.0443529644
734,12,-0.0510753849,-0.0368979322
734,13,-0.0599075834,-0.0195245295
734,14,-0.0564222688,0.0280483135
734,15,-0.0206003125,0.0595464925
734,16,-0.0143762087,0.0613474819
734,17,-0.0293828112,0.0557389684
734,18,-0.0424899129,0.0465268513
734,19,-0.0470052807,0.0419600459
734,20,-0.0490827137,0.0395094897
734,21,-0.0528496349,0.0343081115
734,22,-0.0597929929,0.0198709636
734,23,-0.0628713814,0.0041501498
734,24,-0.0612904459,0.0146163986
734,25,-0.0511498963,0.0367945910
734,26,-0.0333474053,0.0534610547
734,27,-0.0246480522,0.0579880364
734,28,-0.0200604551,0.0597301745
734,29,-0.0105492293,0.0621195340
734,30,0.0138290723,0.0614723623
734,31,0.0361357972,0.0516174481
734,32,0.0593263516,0.0212275644
734,33,0.0531381648,-0.0338617399
734,34,0.0058218011,-0.0627400671
734,35,-0.0169188219,-0.0606953435
734,36,-0.0276357476,-0.0566252073
734,37,-0.0460003631,-0.0430583526
734,38,-0.0622173846,0.0099505815
734,39,-0.0302773424,0.0552574071
734,40,-0.0460653179,0.0429898458
734,41,-0.0576598459,-0.0254047852
734,42,0.0006371199,-0.0630050207
734,43,0.0288984377,-0.0559906272
734,44,0.0410543470,-0.0477977442
734,45,0.0581621847,-0.0242342243
734,46,0.0451866650,0.0439123932
734,47,-0.0225609438,0.0588310024
735,0,-0.0018071235,0.0629835998
735,1,-0.0078877319,0.0625139189
735,2,-0.0138939431,0.0614580968
735,3,-0.0162631807,0.0608739046
735,4,-0.0174376379,0.0605512610
735,5,-0.0197699635,0.0598296074
735,6,-0.0254611135,0.0576346456
735,7,-0.0309134134,0.0549023562
735,8,-0.0351180406,0.0523124720
735,9,-0.0333145171,0.0534793139
735,10,-0.0314721018,0.0545841163
735,11,-0.0307245792,0.0550084640
735,12,-0.0303490901,0.0552167444
735,13,-0.0295929150,0.0556252942
735,14,-0.0276793565,0.0566029730
735,15,-0.0257324823,0.0575135639
735,16,0.0603174678,0.0182214811
735,17,0.0499815080,-0.0383665951
735,18,-0.0020111298,-0.0629769653
735,19,-0.0251824025,-0.0577583400
735,20,-0.0356161328,-0.0519768195
735,21,-0.0523275150,-0.0350984418
735,22,-0.0590290355,0.0220328828
735,23,-0.0165323786,0.0608001561
735,24,-0.0237526197,0.0583604885
735,25,-0.0623974126,0.0087549872
735,26,-0.0388949370,-0.0495702542
735,27,-0.0154266419,-0.0610904419
735,28,-0.0024173296,-0.0629616862
735,29,0.0233466538,-0.0585234732
735,30,0.0623347839,-0.0091876520
735,31,0.0392382791,0.0492982697
735,32,0.0008789507,0.0630029094
735,33,-0.0030712099,0.0629350996
735,34,-0.0070116564,0.0626177674
735,35,-0.0085803302,0.0624221923
735,36,-0.0093626638,0.0623094742
735,37,-0.0109228694,0.0620548533
735,38,-0.0147905520,0.0612474634
735,39,-0.0186004294,0.0601998757
735,40,0.0487788588,0.0398822932
735,41,0.0597023204,-0.0201420391
735,42,0.0146490989,-0.0612810322
735,43,-0.0106391767,-0.0621027097
735,44,-0.0228916300,-0.0587015629
735,45,-0.0441388015,-0.0449637395
735,46,-0.0615422271,0.0135129629
735,47,-0.0212433951,0.0593199541
736,0,0.0597616961,0.0199684141
736,1,0.0520318053,-0.0355365754
736,2,0.0031442319,-0.0629305982
736,3,-0.0197454332,-0.0598351196
736,4,-0.0303825830,-0.0552033326
736,5,-0.0482336705,-0.0405455528
736,6,-0.0614533355,0.0139123577
736,7,-0.0260653218,0.0573646037
736,8,-0.0191106642,0.0600405229
736,9,-0.0571237755,0.0265886616
736,10,-0.0582442275,-0.0240350168
736,11,-0.0472797158,-0.0416495635
736,12,-0.0397769865,-0.0488657579
736,13,-0.0217486461,-0.0591357365
736,14,0.0287930609,-0.0560446544
736,15,0.0607385142,-0.0167573084
736,16,-0.0119706171,0.0618619045
736,17,-0.0257534663,0.0575052941
736,18,-0.0381804845,0.0501225549
736,19,-0.0426221938,0.0464048738
736,20,-0.0447100572,0.0443963334
736,21,-0.0485984835,0.0401031466
736,22,-0.0564587093,0.0279728224
736,23,-0.0613481594,0.0143706005
736,24,-0.0118142264,0.0618920883
736,25,0.0517233445,0.0359838901
736,26,0.0539212495,-0.0325980272
736,27,0.0338107268,-0.0531693310
736,28,0.0207802026,-0.0594839369
736,29,-0.0078271318,-0.0625211347
736,30,-0.0602929814,-0.0182990617
736,31,-0.0412561303,0.0476241322
736,32,0.0134173346,0.0615650547
736,33,0.0191775472,0.0600207365
736,34,0.0247638640,0.0579390312
736,35,0.0269395108,0.0569600406
736,36,0.0280131382,0.0564398196
736,37,0.0301294559,0.0553389118
736,38,0.0352251802,0.0522431289
736,39,0.0400055568,0.0486793798
736,40,0.0245667717,0.0580218852
736,41,0.0047805882,0.0628270903
736,42,-0.0155048019,0.0610710253
736,43,-0.0232811733,0.0585496955
736,44,-0.0270301428,0.0569160851
736,45,-0.0341718927,0.0529376448
736,46,-0.0492699273,0.0392758510
736,47,-0.0592227270,0.0215127979
737,0,-0.0209731583,0.0594160478
737,1,-0.0401513302,0.0485590830
737,2,-0.0544176804,0.0317620333
737,3,-0.0583323779,0.0238212794
737,4,-0.0598639951,0.0196668246
737,5,-0.0620290131,0.0110810506
737,6,-0.0620488580,-0.0109579449
737,7,-0.0544797413,-0.0316550137
737,8,-0.0547938035,0.0311066450
737,9,0.0082472564,0.0624661180
737,10,0.0609898330,0.0158202026
737,11,0.0614827638,-0.0137806585
737,12,0.0565247371,-0.0278391268
737,13,0.0375708647,-0.0505813192
737,14,-0.0327651759,-0.0538193603
737,15,-0.0621854791,0.0101505696
737,16,0.0289466288,0.0559667826
737,17,0.0442715521,0.0448345826
737,18,0.0555955734,0.0296508985
737,19,0.0587617721,0.0227405897
737,20,0.0600260541,0.0191549796
737,21,0.0618961651,0.0117875985
737,22,0.0626023711,-0.0071408280
737,23,0.0576516855,-0.0254242052
737,24,0.0629911353,0.0015188107
737,25,0.0490952718,0.0394937914
737,26,0.0149787748,0.0612022357
737,27,-0.0013425336,0.0629940889
737,28,-0.0095388462,0.0622821746
737,29,-0.0253067242,0.0577028797
737,30,-0.0551688597,0.0304373358
737,31,-0.0623086920,-0.0093642587
737,32,0.0573269182,0.0261509151
737,33,0.0578825942,-0.0248970382
737,34,0.0204443065,-0.0596003679
737,35,-0.0002026748,-0.0630090153
737,36,-0.0106631677,-0.0621005161
737,37,-0.0304131432,-0.0551831619
737,38,-0.0613071035,-0.0145435484
737,39,-0.0519590018,0.0356423434
737,40,-0.0351780749,0.0522740102
737,41,-0.0568432650,0.0271825004
737,42,-0.0627734551,-0.0054336913
737,43,-0.0602071426,-0.0185784902
737,44,-0.0578917410,-0.0248720572
737,45,-0.0513274327,-0.0365462847
737,46,-0.0256726279,-0.0575418052
737,47,0.0070888006,-0.0626088388
738,0,0.0422766691,0.0467221051
738,1,0.0596065209,0.0204234329
738,2,0.0620441210,-0.0109777241
738,3,0.0585785940,-0.0232075600
738,4,0.0559436861,-0.0289975031
738,5,0.0489841777,-0.0396351564
738,6,0.0236800831,-0.0583906661
738,7,-0.0075380173,-0.0625570980
738,8,0.0245749653,-0.0580202534
738,9,0.0610738865,-0.0154964581
738,10,0.0492624461,0.0392838442
738,11,0.0317953552,0.0543970138
738,12,0.0212859965,0.0593034788
738,13,-0.0015156280,0.0629894397
738,14,-0.0510949172,0.0368694513
738,15,-0.0602570111,-0.0184153293
738,16,0.0520106176,0.0355723565
738,17,0.0627332623,-0.0058941576
738,18,0.0444709729,-0.0446368588
738,19,0.0305456759,-0.0551104479
738,20,0.0226325670,-0.0588046893
738,21,0.0056624079,-0.0627552281
738,22,-0.0357614814,-0.0518780435
738,23,-0.0606623332,-0.0170319512
738,24,-0.0590167184,0.0220650153
738,25,-0.0621039727,0.0106250507
738,26,-0.0629954524,-0.0011904475
738,27,-0.0627274822,-0.0059283076
738,28,-0.0624599269,-0.0082863583
738,29,-0.0616594380,-0.0129639232
738,30,-0.0581427604,-0.0242795280
738,31,-0.0525690526,-0.0347373839
738,32,-0.0254942817,0.0576211009
738,33,-0.0466246729,0.0423833775
738,34,-0.0597839622,0.0198991682
738,35,-0.0622560286,0.0097105835
738,36,-0.0628481743,0.0044974647
738,37,-0.0627237596,-0.0059860211
738,38,-0.0549406605,-0.0308479369
738,39,-0.0377653979,-0.0504365810
738,40,-0.0628904128,-0.0038515208
738,41,-0.0314138637,0.0546181353
738,42,0.0349533892,0.0524232182
738,43,0.0540834562,0.0323257373
738,44,0.0598736451,0.0196242790
738,45,0.0624984669,-0.0079979541
738,46,0.0206261507,-0.0595354357
738,47,-0.0441543110,-0.0449464959
739,0,0.0428989807,0.0461512646
739,1,0.0600233186,0.0191696941
739,2,0.0617077359,-0.0127428899
739,3,0.0578188446,-0.0250441371
739,4,0.0549519473,-0.0308329282
739,5,0.0475199069,-0.0413787593
739,6,0.0211080323,-0.0593689195
739,7,-0.0107331077,-0.0620886368
739,8,-0.0539776479,-0.0325064403
739,9,-0.0587734053,-0.0227130705
739,10,-0.0618087797,-0.0122395550
739,11,-0.0625079757,-0.0079293275
739,12,-0.0627451789,-0.0057588507
739,13,-0.0629931770,-0.0013993410
739,14,-0.0622915502,0.0094826278
739,15,-0.0597240108,0.0200803876
739,16,-0.0254267133,0.0576516424
739,17,-0.0466666661,0.0423374871
739,18,-0.0598464053,0.0197115878
739,19,-0.0622946965,0.0094611532
739,20,-0.0628673736,0.0042183296
739,21,-0.0626913781,-0.0063191138
739,22,-0.0547089985,-0.0312581162
739,23,-0.0372781412,-0.0507989374
739,24,-0.0602561541,-0.0184246209
739,25,-0.0507409262,0.0373585990
739,26,-0.0002987992,0.0630089852
739,27,0.0226573963,0.0587945936
739,28,0.0331545012,0.0535809857
739,29,0.0503840389,0.0378366381
739,30,0.0604275024,-0.0178544726
739,31,0.0217307384,-0.0591446014
739,32,0.0518145868,0.0358540567
739,33,0.0628046365,-0.0050819620
739,34,0.0453755560,-0.0437177652
739,35,0.0318305927,-0.0543784277
739,36,0.0240933703,-0.0582209472
739,37,0.0074144507,-0.0625716522
739,38,-0.0339015077,-0.0531119531
739,39,-0.0598772576,-0.0196191906
739,40,-0.0420603161,-0.0469166798
739,41,0.0230081880,-0.0586593228
739,42,0.0627400944,-0.0058087521
739,43,0.0591976676,0.0215796865
739,44,0.0530294355,0.0340281762
739,45,0.0333844031,0.0534380722
739,46,-0.0327344076,0.0538402932
739,47,-0.0628075015,-0.0050442337
740,0,-0.0207500443,0.0594936546
740,1,-0.0402760217,0.0484549445
740,2,-0.0546979047,0.0312759620
740,3,-0.0586006776,0.0231522999
740,4,-0.0601101901,0.0189024356
740,5,-0.0621911127,0.0101330535
740,6,-0.0617978779,-0.0122940146
740,7,-0.0535753462,-0.0331632567
740,8,-0.0621150218,-0.0105748957
740,9,-0.0553619332,0.0300857921
740,10,-0.0249184273,0.0578720303
740,11,-0.0087935816,0.0623919948
740,12,-0.0004243413,0.0630073418
740,13,0.0161880964,0.0608935620
740,14,0.0503677749,0.0378577141
740,15,0.0629936286,-0.0013784254
740,16,0.0574144267,0.0259594403
740,17,0.0579643207,-0.0247038671
740,18,0.0210351934,-0.0593934136
740,19,0.0005904688,-0.0630062296
740,20,-0.0097979302,-0.0622425335
740,21,-0.0294946786,-0.0556799935
740,22,-0.0609535433,-0.0159640525
740,23,-0.0530007570,0.0340738968
740,24,-0.0625252255,0.0077934901
740,25,-0.0307257486,-0.0550094249
740,26,0.0394248631,-0.0491507245
740,27,0.0575173544,-0.0257268925
740,28,0.0619509460,-0.0114982640
740,29,0.0603662389,0.0180569391
740,30,0.0059600139,0.0627265779
740,31,-0.0558855962,0.0291027680
740,32,0.0300665988,0.0553734481
740,33,0.0454613296,0.0436291665
740,34,0.0565615912,0.0277646175
740,35,0.0595490916,0.0205908042
740,36,0.0607055661,0.0168794025
740,37,0.0623215217,0.0092782683
740,38,0.0621965184,-0.0100839964
740,39,0.0561982241,-0.0284938179
740,40,0.0042282825,-0.0628663722
740,41,-0.0275105067,-0.0566856632
740,42,-0.0520035891,-0.0355756665
740,43,-0.0582194863,-0.0240931631
740,44,-0.0604023565,-0.0179309731
740,45,-0.0628016503,-0.0050962184
740,46,-0.0570593495,0.0267256759
740,47,-0.0362897282,0.0515086218
741,0,0.0600117843,0.0192033155
